2026-05-30 08:15:46 | INFO     | SYSTEM               | ================================================================================
2026-05-30 08:18:00 | DEBUG    | frontend.routes      | Depth REST fallback failed for GOLDBEES: key=NSE:3693569 status=no-token
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2068481 HTTP/11" 400 75
2026-05-30 08:18:00 | DEBUG    | frontend.routes      | Depth REST fallback failed for JUNIORBEES: key=NSE:2800385 status=no-token
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A5710849 HTTP/11" 400 75
2026-05-30 08:18:00 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:00] "GET /api/depth/GOLDBEES HTTP/1.1" 200 -
2026-05-30 08:18:00 | DEBUG    | frontend.routes      | Depth REST fallback failed for SILVERBEES: key=NSE:2068481 status=no-token
2026-05-30 08:18:00 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:00] "GET /api/depth/JUNIORBEES HTTP/1.1" 200 -
2026-05-30 08:18:00 | DEBUG    | frontend.routes      | Depth REST fallback failed for MINDSPACE-RR: key=NSE:5710849 status=no-token
2026-05-30 08:18:00 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:00] "GET /api/depth/SILVERBEES HTTP/1.1" 200 -
2026-05-30 08:18:00 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:00] "GET /api/depth/MINDSPACE-RR HTTP/1.1" 200 -
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2402049 HTTP/11" 400 75
2026-05-30 08:18:00 | DEBUG    | frontend.routes      | Depth REST fallback failed for EMBASSY-RR: key=NSE:2402049 status=no-token
2026-05-30 08:18:00 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:00] "GET /api/depth/EMBASSY-RR HTTP/1.1" 200 -
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2928385 HTTP/11" 400 75
2026-05-30 08:18:00 | DEBUG    | frontend.routes      | Depth REST fallback failed for BANKBEES: key=NSE:2928385 status=no-token
2026-05-30 08:18:00 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:00] "GET /api/depth/BANKBEES HTTP/1.1" 200 -
2026-05-30 08:18:00 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A4680705 HTTP/11" 400 75
2026-05-30 08:18:00 | DEBUG    | frontend.routes      | Depth REST fallback failed for HNGSNGBEES: key=NSE:4680705 status=no-token
2026-05-30 08:18:00 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:00] "GET /api/depth/HNGSNGBEES HTTP/1.1" 200 -
2026-05-30 08:18:01 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:01] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:01 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:01] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:04 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:04] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:18:04 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/orders HTTP/11" 200 30
2026-05-30 08:18:04 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:04] "GET /api/transactions HTTP/1.1" 200 -
2026-05-30 08:18:05 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:05] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:05 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:05] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:09 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:09] "GET /api/status HTTP/1.1" 200 -
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | Syncing portfolio with Zerodha...
2026-05-30 08:18:10 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:10] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:10 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:10] "GET /api/portfolio HTTP/1.1" 200 -
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/holdings HTTP/11" 200 None
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 200 None
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:10 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:10] "GET /api/market HTTP/1.1" 200 -
2026-05-30 08:18:10 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:10] "GET /api/intraday/status HTTP/1.1" 200 -
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 200 None
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | LIQUIDCASE (Holdings): 36771 free + 45000 pledged + 0 T1 = 81771 units @ ₹114.30
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | LIQUIDCASE Total: 81771 units = ₹9346425.30
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | Slot locked: MINDSPACE-RR (Holdings)
2026-05-30 08:18:10 | DEBUG    | backend.portfolio.tracker | Slot locked: SILVERBEES (Holdings)
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | Active ETFs: MON100, GOLDBEES, SILVERBEES, JUNIORBEES, MINDSPACE-RR, EMBASSY-RR, BANKBEES, HNGSNGBEES
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | Slots: 6 available, 2 locked (MINDSPACE-RR, SILVERBEES)
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | ✓ Portfolio synced successfully
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | ------------------------------------------------------------
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | PORTFOLIO SUMMARY
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | ------------------------------------------------------------
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | LIQUIDCASE: 81771 units (₹9346425.30)
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | Active ETFs: MON100, GOLDBEES, SILVERBEES, JUNIORBEES, MINDSPACE-RR, EMBASSY-RR, BANKBEES, HNGSNGBEES
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | Held ETFs (2): MINDSPACE-RR, SILVERBEES
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | Available slots: 6/8
2026-05-30 08:18:10 | INFO     | backend.portfolio.tracker | ------------------------------------------------------------
2026-05-30 08:18:10 | INFO     | frontend.routes      | Portfolio resynced via /api/wake
2026-05-30 08:18:10 | WARNING  | frontend.routes      | /api/wake: WS stale 54s — forcing reconnect
2026-05-30 08:18:10 | INFO     | backend.data.realtime | Initializing WebSocket connection...
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): api.kite.trade:443
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660222100PE HTTP/11" 400 75
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225650CE HTTP/11" 400 75
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225700CE HTTP/11" 400 75
2026-05-30 08:18:10 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:10] "GET /api/positions HTTP/1.1" 200 -
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://api.kite.trade:443 "GET /instruments HTTP/11" 200 1656689
2026-05-30 08:18:10 | ERROR    | kiteconnect.ticker   | Connection closed: None - None
2026-05-30 08:18:10 | WARNING  | backend.data.realtime | 🔴 WebSocket closed: None - None
2026-05-30 08:18:10 | INFO     | backend.data.realtime | 🔄 WebSocket reconnect attempt 1(∞) in 10s...
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2800385 HTTP/11" 400 75
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A5821185 HTTP/11" 400 75
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A3693569 HTTP/11" 400 75
2026-05-30 08:18:10 | DEBUG    | frontend.routes      | Depth REST fallback failed for JUNIORBEES: key=NSE:2800385 status=no-token
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2068481 HTTP/11" 400 75
2026-05-30 08:18:10 | DEBUG    | frontend.routes      | Depth REST fallback failed for MON100: key=NSE:5821185 status=no-token
2026-05-30 08:18:10 | DEBUG    | frontend.routes      | Depth REST fallback failed for GOLDBEES: key=NSE:3693569 status=no-token
2026-05-30 08:18:10 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:10] "GET /api/depth/JUNIORBEES HTTP/1.1" 200 -
2026-05-30 08:18:10 | DEBUG    | frontend.routes      | Depth REST fallback failed for SILVERBEES: key=NSE:2068481 status=no-token
2026-05-30 08:18:10 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:10] "GET /api/depth/MON100 HTTP/1.1" 200 -
2026-05-30 08:18:10 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:10] "GET /api/depth/GOLDBEES HTTP/1.1" 200 -
2026-05-30 08:18:10 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:10] "GET /api/depth/SILVERBEES HTTP/1.1" 200 -
2026-05-30 08:18:10 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A5710849 HTTP/11" 400 75
2026-05-30 08:18:10 | DEBUG    | frontend.routes      | Depth REST fallback failed for MINDSPACE-RR: key=NSE:5710849 status=no-token
2026-05-30 08:18:10 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:10] "GET /api/depth/MINDSPACE-RR HTTP/1.1" 200 -
2026-05-30 08:18:11 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2928385 HTTP/11" 400 75
2026-05-30 08:18:11 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A2402049 HTTP/11" 400 75
2026-05-30 08:18:11 | DEBUG    | frontend.routes      | Depth REST fallback failed for BANKBEES: key=NSE:2928385 status=no-token
2026-05-30 08:18:11 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3A4680705 HTTP/11" 400 75
2026-05-30 08:18:11 | DEBUG    | frontend.routes      | Depth REST fallback failed for EMBASSY-RR: key=NSE:2402049 status=no-token
2026-05-30 08:18:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:11] "GET /api/depth/BANKBEES HTTP/1.1" 200 -
2026-05-30 08:18:11 | DEBUG    | frontend.routes      | Depth REST fallback failed for HNGSNGBEES: key=NSE:4680705 status=no-token
2026-05-30 08:18:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:11] "GET /api/depth/EMBASSY-RR HTTP/1.1" 200 -
2026-05-30 08:18:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:11] "GET /api/depth/HNGSNGBEES HTTP/1.1" 200 -
2026-05-30 08:18:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:11] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ Instruments CSV from https://api.kite.trade/instruments (120943 rows)
2026-05-30 08:18:11 | INFO     | backend.data.realtime | Looking up tokens for: MON100, GOLDBEES, SILVERBEES, JUNIORBEES, MINDSPACE-RR, EMBASSY-RR, BANKBEES, HNGSNGBEES, MID150BEES, LIQUIDCASE
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ MON100: token 5821185 (segment=NSE)
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ GOLDBEES: token 3693569 (segment=NSE)
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ SILVERBEES: token 2068481 (segment=NSE)
2026-05-30 08:18:11 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:11] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ JUNIORBEES: token 2800385 (segment=NSE)
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ MINDSPACE-RR: token 5710849 (segment=NSE)
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ EMBASSY-RR: token 2402049 (segment=NSE)
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ BANKBEES: token 2928385 (segment=NSE)
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ HNGSNGBEES: token 4680705 (segment=NSE)
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ MID150BEES: token 2177537 (segment=NSE)
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ LIQUIDCASE: token 5568001 (segment=NSE)
2026-05-30 08:18:11 | INFO     | backend.data.realtime | ✓ Index NIFTY 50: token 256265
2026-05-30 08:18:12 | INFO     | backend.data.realtime | ✓ Index GIFT NIFTY: token 291849
2026-05-30 08:18:12 | INFO     | backend.data.realtime | ✓ Index NIFTY MIDCAP 150: token 266249
2026-05-30 08:18:12 | INFO     | backend.data.realtime | ✓ Index INDIA VIX: token 264969
2026-05-30 08:18:12 | INFO     | backend.data.realtime | ✓ Token cache saved: 14 tokens → instrument_tokens.json
2026-05-30 08:18:12 | INFO     | backend.data.realtime | ✓ 14 instrument tokens ready
2026-05-30 08:18:12 | INFO     | backend.data.realtime | ✓ WebSocket initialized
2026-05-30 08:18:12 | INFO     | backend.data.realtime | Starting WebSocket connection...
2026-05-30 08:18:12 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:12] "POST /api/wake HTTP/1.1" 200 -
2026-05-30 08:18:13 | INFO     | backend.data.realtime | ✓ WebSocket connected successfully
2026-05-30 08:18:13 | INFO     | backend.data.realtime | Subscribing to 14 instruments...
2026-05-30 08:18:13 | INFO     | backend.data.realtime | ✅ Subscribe called successfully
2026-05-30 08:18:13 | INFO     | backend.data.realtime | ✅ Set mode to FULL successfully
2026-05-30 08:18:13 | INFO     | backend.data.realtime | ✅ Subscribed to 14 instruments - waiting for ticks...
2026-05-30 08:18:13 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:13 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:18:13 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:18:13 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:13 | INFO     | backend.data.realtime | ✓ WebSocket connected and subscribed
2026-05-30 08:18:16 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:16] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:16 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:16] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:20 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:20] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:18:20 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:20] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:20 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/orders HTTP/11" 403 None
2026-05-30 08:18:20 | DEBUG    | frontend.routes      | Orders endpoint temporarily unavailable (403) - Zerodha post-trade delay
2026-05-30 08:18:20 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:20] "GET /api/transactions HTTP/1.1" 200 -
2026-05-30 08:18:20 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:20] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/portfolio HTTP/1.1" 200 -
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/status HTTP/1.1" 200 -
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.46
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:25 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/positions HTTP/11" 403 None
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:25 | ERROR    | backend.portfolio.tracker | Positions fetch failed: 403
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/market HTTP/1.1" 200 -
2026-05-30 08:18:25 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660222100PE HTTP/11" 400 75
2026-05-30 08:18:25 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225650CE HTTP/11" 400 75
2026-05-30 08:18:25 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/quote?i=NSE%3ANIFTY2660225700CE HTTP/11" 400 75
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/positions HTTP/1.1" 200 -
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/depth/MON100 HTTP/1.1" 200 -
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/depth/GOLDBEES HTTP/1.1" 200 -
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/depth/SILVERBEES HTTP/1.1" 200 -
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/depth/JUNIORBEES HTTP/1.1" 200 -
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/depth/MINDSPACE-RR HTTP/1.1" 200 -
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/depth/EMBASSY-RR HTTP/1.1" 200 -
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/depth/BANKBEES HTTP/1.1" 200 -
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/depth/HNGSNGBEES HTTP/1.1" 200 -
2026-05-30 08:18:25 | INFO     | backend.portfolio.tracker | Syncing portfolio with Zerodha...
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "GET /api/status HTTP/1.1" 200 -
2026-05-30 08:18:25 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/portfolio/holdings HTTP/11" 403 None
2026-05-30 08:18:25 | DEBUG    | backend.portfolio.tracker | Holdings temporarily unavailable (403) - Zerodha post-trade delay, retaining cached data
2026-05-30 08:18:25 | ERROR    | backend.portfolio.tracker | Failed to fetch holdings
2026-05-30 08:18:25 | INFO     | frontend.routes      | Portfolio resynced via /api/wake
2026-05-30 08:18:25 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:25] "POST /api/wake HTTP/1.1" 200 -
2026-05-30 08:18:26 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:18:26] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ Found MINDSPACE-RR in Holdings: 316 free + 0 pledged + 0 T1 = 316 units
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | 📊 MINDSPACE-RR: 316 units (Holdings only)
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ MINDSPACE-RR avg from HOLDINGS: ₹458.27
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ Found HNGSNGBEES in Holdings: 0 free + 0 pledged + 38 T1 = 38 units
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | 📊 HNGSNGBEES: 38 units (Holdings only)
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ HNGSNGBEES avg from HOLDINGS: ₹518.30
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 209 free + 0 pledged + 0 T1 = 209 units
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 209 units (Holdings only)
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.40
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:18:26 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
